Agreement Type,Department,Agreem,ent ID,,,Tracking Number,Transaction Date,Not to Exceed Amount,Encumbered,Expended,Retained,Outstanding,Agreement Start Date,Agreement End Date,Closed Date,Buyer Name,Buyer Phone,Agreement Description,Agreement Held?,Closed?
Purchase Order,40,201930,66685,,,9,3/11/19,0,3000,3000,0,0,3/11/19,6/30/19,7/17/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,66898,,,10,3/11/19,0,5000,5000,0,0,3/11/19,6/30/19,4/2/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,65811,,,13,3/9/19,0,2610,2610,0,0,3/9/19,6/30/19,3/18/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,65835,,,13,3/9/19,0,2610,2610,0,0,3/9/19,6/30/19,3/14/19,Default Buyer,212-857-1475,,No,Yes
Contract,40,201930,62314,WO190062314,,24,3/8/19,25000,22680,22680,0,2320,3/8/19,6/30/19,7/2/19,Default Buyer,212-857-1475,NEGOTIATED SERVICES-SERVICES,No,Yes
Purchase Order,40,201930,63434,,,14,3/8/19,0,5220,4500,0,720,3/8/19,6/30/19,,Default Buyer,212-857-1475,,No,No
Purchase Order,40,201930,63550,,,10,3/8/19,0,1915,1915,0,0,3/8/19,6/30/19,7/9/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,65057,,,18,3/8/19,0,5350,5350,0,0,3/8/19,6/30/19,6/7/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,65539,,,26,3/8/19,0,9580,9580,0,0,3/8/19,6/30/19,5/28/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,65781,,,4,3/8/19,0,2635,2635,0,0,3/8/19,6/30/19,4/30/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,63645,,,13,3/7/19,0,4460,4460,0,0,3/7/19,6/30/19,5/7/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,64095,,,21,3/7/19,0,1185,1185,0,0,3/7/19,6/30/19,5/28/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,51711,,,7,3/6/19,0,7950,7950,0,0,3/6/19,6/30/19,7/22/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,60756,,,11,3/6/19,0,7950,7950,0,0,3/6/19,6/30/19,3/28/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,63007,,,21,3/6/19,0,1160,1160,0,0,3/6/19,6/30/19,7/11/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,63326,,,17,3/6/19,0,4350,4350,0,0,3/6/19,6/30/19,4/23/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,63511,,,31,3/6/19,0,7260,7260,0,0,3/6/19,6/30/19,5/9/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,57673,,,28,3/5/19,0,6960,6960,0,0,3/5/19,6/30/19,7/3/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,58674,,,14,3/5/19,0,5520,5520,0,0,3/5/19,6/30/19,5/14/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,62157,,,12,3/5/19,0,5350,5350,0,0,3/5/19,6/30/19,3/25/19,Default Buyer,212-857-1475,,No,Yes
Contract,40,201930,58044,WO190058044,,8,3/1/19,25000,23200,23200,0,1800,3/1/19,6/30/19,6/5/19,Default Buyer,212-857-1475,NEGOTIATED SERVICES-SERVICES,No,Yes
Purchase Order,40,201830,65551,,,14,3/1/19,0,7665,7665,0,0,3/1/19,6/30/19,3/1/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,61603,,,21,3/1/19,0,1724.95,1724.95,0,0,3/1/19,6/30/19,4/25/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,61607,,,27,3/1/19,0,4350,4350,0,0,3/1/19,6/30/19,7/3/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,61778,,,3,3/1/19,0,6680,6680,0,0,3/1/19,6/30/19,4/17/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,59065,,,12,2/28/19,0,0,0,0,0,2/28/19,6/30/19,2/28/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,61161,,,12,2/28/19,0,4980,4980,0,0,2/28/19,6/30/19,6/5/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,61208,,,21,2/28/19,0,3480,3480,0,0,2/28/19,6/30/19,3/25/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,59998,,,21,2/27/19,0,2131.69,2131.69,0,0,2/27/19,6/30/19,5/6/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,59048,,,20,2/26/19,0,3780,3780,0,0,2/26/19,6/30/19,5/30/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,59463,,,17,2/26/19,0,150,150,0,0,2/26/19,6/30/19,3/1/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,59542,,,28,2/26/19,0,150,150,0,0,2/26/19,6/30/19,5/20/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,58725,,,10,2/25/19,0,2600,2600,0,0,2/25/19,6/30/19,4/8/19,Default Buyer,212-857-1475,,No,Yes
Contract,40,201930,57093,WO190057093,,6,2/21/19,25000,13000,13000,0,12000,2/21/19,6/30/19,5/28/19,Default Buyer,212-857-1475,NEGOTIATED SERVICES-SERVICES,No,Yes
Purchase Order,40,201830,35636,,,18,2/20/19,0,6575,6575,0,0,2/20/19,6/30/19,2/20/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,57678,,,27,2/15/19,0,4740,4740,0,0,2/15/19,6/30/19,7/3/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,57723,,,9,2/15/19,0,2040,1575,0,465,2/15/19,6/30/19,,Default Buyer,212-857-1475,,No,No
Purchase Order,40,201930,57801,,,9,2/15/19,0,2345,2345,0,0,2/15/19,6/30/19,6/19/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,55684,,,4,2/13/19,0,7950,7950,0,0,2/13/19,6/30/19,3/6/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,56005,,,12,2/13/19,0,8130,8130,0,0,2/13/19,6/30/19,7/9/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,56301,,,8,2/13/19,0,1020,1020,0,0,2/13/19,6/30/19,3/28/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,51983,,,12,2/12/19,0,7950,7950,0,0,2/12/19,6/30/19,6/5/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,55612,,,6,2/12/19,0,1160,1160,0,0,2/12/19,6/30/19,4/11/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201830,8277,,,8,2/11/19,0,4400,4400,0,0,2/11/19,6/30/19,2/11/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,54785,,,6,2/8/19,0,1915,1915,0,0,2/8/19,6/30/19,3/6/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201830,15197,,,13,2/7/19,0,150,150,0,0,2/7/19,6/30/19,2/7/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201830,35993,,,27,2/7/19,0,7451,7451,0,0,2/7/19,6/30/19,2/7/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,51972,,,2,2/7/19,0,7950,7950,0,0,2/7/19,6/30/19,4/1/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,51736,,,7,2/1/19,0,1740,1740,0,0,2/1/19,6/30/19,7/10/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,51750,,,7,2/1/19,0,300,300,0,0,2/1/19,6/30/19,6/5/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201830,57120,,,19,1/31/19,0,0,0,0,0,1/31/19,6/30/19,1/31/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,50307,,,28,1/31/19,0,0,0,0,0,1/31/19,6/30/19,1/31/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,50915,,,18,1/30/19,0,2750,2750,0,0,1/30/19,6/30/19,4/4/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,51050,,,32,1/30/19,0,2600,2600,0,0,1/30/19,6/30/19,3/4/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,51059,,,32,1/30/19,0,3630,3630,0,0,1/30/19,6/30/19,6/21/19,Default Buyer,212-857-1475,,No,Yes
Contract,40,201930,50194,WO190050194,,10,1/29/19,25000,20440,20440,0,4560,1/29/19,6/30/19,4/23/19,Default Buyer,212-857-1475,3 BIDS-SERVICES,No,Yes
Purchase Order,40,201930,50311,,,12,1/29/19,0,4110,4110,0,0,1/29/19,6/30/19,6/6/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,49771,,,10,1/28/19,0,5000,5000,0,0,1/28/19,6/30/19,4/8/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201830,25281,,,20,1/25/19,0,4565,4565,0,0,1/25/19,6/30/19,1/25/19,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201930,46517,,,8,1/25/19,0,7675,7375,0,300,1/25/19,6/30/19,,Default Buyer,212-857-1475,,No,No
Purchase Order,40,201930,49050,,,23,1/25/19,0,2600,2600,0,0,1/25/19,6/30/19,5/16/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,49139,,,3,1/25/19,0,5200,5200,0,0,1/25/19,6/30/19,2/19/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,49452,,,17,1/25/19,0,2750,2750,0,0,1/25/19,6/30/19,2/20/19,Default Buyer,212-857-1475,,No,Yes
Contract,40,201830,39322,,,27,1/24/19,25000,15200,15200,0,9800,1/24/19,6/30/19,1/24/19,William H. Sutton III,212-857-1475,VENDOR STATES PAID IN FULL,No,Yes
Contract,40,201930,35156,WO190035156,,31,1/24/19,25000,0,0,0,25000,1/24/19,6/30/19,1/24/19,William H. Sutton III,212-857-1475,DUE TO VENDOR PRICE CHANGES,No,Yes
Purchase Order,40,201930,48682,,,10,1/24/19,0,350,350,0,0,1/24/19,6/30/19,4/3/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,48807,,,28,1/24/19,0,7950,7950,0,0,1/24/19,6/30/19,3/14/19,Default Buyer,212-857-1475,,No,Yes
Contract,40,201930,48147,WO190048147,,20,1/23/19,25000,19440,19440,0,5560,1/23/19,6/30/19,6/11/19,Default Buyer,212-857-1475,3 BIDS-SERVICES,No,Yes
Purchase Order,40,201930,47927,,,4,1/23/19,0,7950,7950,0,0,1/23/19,6/30/19,1/25/19,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201930,48105,,,28,1/23/19,0,8935,1475,0,7460,1/23/19,6/30/19,,Default Buyer,212-857-1475,,No,No
Purchase Order,40,201930,48329,,,8,1/23/19,0,4950,4950,0,0,1/23/19,6/30/19,2/27/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,48350,,,8,1/23/19,0,150,150,0,0,1/23/19,6/30/19,2/6/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,46714,,,18,1/18/19,0,2750,2750,0,0,1/18/19,6/30/19,4/3/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,46935,,,18,1/18/19,0,7950,7950,0,0,1/18/19,6/30/19,2/27/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,47482,,,12,1/18/19,0,1475,1475,0,0,1/18/19,6/30/19,4/24/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,46760,,,20,1/17/19,0,4840,4840,0,0,1/17/19,6/30/19,6/19/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,45166,,,19,1/16/19,0,7350,7350,0,0,1/16/19,6/30/19,6/21/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,46201,,,12,1/16/19,0,4260,4260,0,0,1/16/19,6/30/19,7/16/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,46250,,,4,1/16/19,0,2750,2750,0,0,1/16/19,6/30/19,3/26/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,45444,,,10,1/15/19,0,7410,7360,0,50,1/15/19,6/30/19,,Default Buyer,212-857-1475,,No,No
Purchase Order,40,201930,45339,,,19,1/14/19,0,2600,2600,0,0,1/14/19,6/30/19,3/5/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,43111,,,21,1/11/19,0,4650,4650,0,0,1/11/19,6/30/19,5/9/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,44339,,,20,1/11/19,0,2835,2835,0,0,1/11/19,6/30/19,4/1/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201830,61463,,,9,1/10/19,0,2250,2250,0,0,1/10/19,6/30/19,1/10/19,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201930,42256,,,12,1/10/19,0,5000,5000,0,0,1/10/19,6/30/19,7/19/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,44422,,,23,1/10/19,0,3480,3480,0,0,1/10/19,6/30/19,4/23/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,44437,,,23,1/10/19,0,2900,2900,0,0,1/10/19,6/30/19,3/8/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,42591,,,2,1/9/19,0,5350,5350,0,0,1/9/19,6/30/19,5/17/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,43500,,,27,1/9/19,0,2750,2750,0,0,1/9/19,6/30/19,4/3/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,43538,,,3,1/9/19,0,7260,7260,0,0,1/9/19,6/30/19,6/24/19,Default Buyer,212-857-1475,,No,Yes
Contract,40,201930,15285,WO190015285,,11,1/8/19,25000,10740,10740,0,14260,1/8/19,6/30/19,1/8/19,William H. Sutton III,212-857-1475,WE ARE NO LONGER USING THEIR SERVICES,No,Yes
Purchase Order,40,201930,43042,,,27,1/8/19,0,3025,3025,0,0,1/8/19,6/30/19,7/3/19,Default Buyer,212-857-1475,,No,Yes
Contract,40,201930,40547,WO190040547,,8,1/7/19,25000,11900,11900,0,13100,1/7/19,6/30/19,1/29/19,Default Buyer,212-857-1475,NEGOTIATED SERVICES-SERVICES,No,Yes
Purchase Order,40,201930,37128,,,31,1/7/19,0,2750,2750,0,0,1/7/19,6/30/19,3/25/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,41766,,,4,1/7/19,0,3630,3630,0,0,1/7/19,6/30/19,4/9/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,37123,,,5,1/3/19,0,2520,2520,0,0,1/3/19,6/30/19,3/8/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,41430,,,2,1/3/19,0,1635,1635,0,0,1/3/19,6/30/19,4/16/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,41601,,,32,1/3/19,0,2470,2470,0,0,1/3/19,6/30/19,4/2/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,41153,,,10,1/2/19,0,5000,5000,0,0,1/2/19,6/30/19,3/15/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,41238,,,10,1/2/19,0,5000,5000,0,0,1/2/19,6/30/19,4/18/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,41248,,,5,1/2/19,0,2900,2900,0,0,1/2/19,6/30/19,4/2/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,41340,,,5,1/2/19,0,450,450,0,0,1/2/19,6/30/19,6/26/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,41005,,,11,12/24/18,0,2750,2750,0,0,12/24/18,6/30/19,3/1/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,40294,,,10,12/21/18,0,3930,3930,0,0,12/21/18,6/30/19,4/25/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,40878,,,12,12/21/18,0,4999,4999,0,0,12/21/18,6/30/19,5/31/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201830,54413,,,31,12/19/18,0,6000,6000,0,0,12/18/18,6/30/19,12/19/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201830,61628,,,21,12/19/18,0,1650,1650,0,0,12/18/18,6/30/19,12/19/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201930,39850,,,10,12/19/18,0,5670,5370,0,300,12/19/18,6/30/19,,Default Buyer,212-857-1475,,No,No
Purchase Order,40,201930,38371,,,25,12/17/18,0,5502,5502,0,0,12/17/18,6/30/19,1/29/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,38966,,,21,12/17/18,0,290,290,0,0,12/17/18,6/30/19,4/3/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201830,1652,,,8,12/14/18,0,7240,7240,0,0,12/14/18,6/30/19,12/14/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201930,38753,,,20,12/14/18,0,3719.04,3719.04,0,0,12/14/18,6/30/19,4/26/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,37150,,,3,12/12/18,0,8100,8100,0,0,12/12/18,6/30/19,1/18/19,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201930,37154,,,3,12/12/18,0,3480,3480,0,0,12/12/18,6/30/19,5/6/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,28610,,,22,12/11/18,0,9715,9715,0,0,12/11/18,6/30/19,4/24/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,36293,,,5,12/11/18,0,5670,5670,0,0,12/11/18,6/30/19,7/15/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,37636,,,32,12/11/18,0,3100,3100,0,0,12/11/18,6/30/19,2/14/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,26512,,,2,12/10/18,0,7800,7800,0,0,12/10/18,6/30/19,12/11/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201930,35964,,,2,12/10/18,0,2750,2750,0,0,12/10/18,6/30/19,12/27/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201930,35117,,,19,12/7/18,0,7950,7950,0,0,12/7/18,6/30/19,1/31/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,35972,,,31,12/6/18,0,580,580,0,0,12/6/18,6/30/19,7/9/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,35797,,,31,12/5/18,0,5350,5350,0,0,12/5/18,6/30/19,7/9/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,34370,,,5,12/4/18,0,9150,9150,0,0,12/4/18,6/30/19,7/15/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,34377,,,17,11/30/18,0,7950,7950,0,0,11/30/18,6/30/19,12/21/18,William H. Sutton III,212-857-1475,,No,Yes
Contract,40,201930,27199,WO190027199,,20,11/29/18,25000,10890,10890,0,14110,11/29/18,6/30/19,4/8/19,Default Buyer,212-857-1475,3 BIDS-SERVICES-1,No,Yes
Purchase Order,40,201830,6953,,,9,11/29/18,0,1650,1650,0,0,11/29/18,6/30/19,11/29/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201930,33864,,,2,11/29/18,0,5220,5220,0,0,11/29/18,6/30/19,4/4/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,34182,,,8,11/29/18,0,4890,4890,0,0,11/29/18,6/30/19,6/5/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,33345,,,32,11/28/18,0,2900,2900,0,0,11/28/18,6/30/19,12/21/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201930,33772,,,5,11/28/18,0,6315,6315,0,0,11/28/18,6/30/19,7/11/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,32947,,,25,11/27/18,0,2750,2750,0,0,11/27/18,6/30/19,1/29/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,33130,,,32,11/27/18,0,0,0,0,0,11/27/18,6/30/19,11/27/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201930,32373,,,32,11/21/18,0,605,605,0,0,11/21/18,6/30/19,12/19/18,William H. Sutton III,212-857-1475,,No,Yes
Contract,40,201830,2017,,,25,11/20/18,25000,10090,10090,0,14910,11/20/18,6/30/19,11/20/18,William H. Sutton III,212-857-1475,FMS INTEGRATION,No,Yes
Purchase Order,40,201830,34737,,,11,11/20/18,0,0,0,0,0,11/20/18,6/30/19,11/20/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201930,31151,,,2,11/19/18,0,7950,7950,0,0,11/19/18,6/30/19,12/20/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201930,30017,,,3,11/16/18,0,3530,3530,0,0,11/16/18,6/30/19,1/7/19,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201930,30129,,,2,11/16/18,0,3480,3480,0,0,11/16/18,6/30/19,1/4/19,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201930,30212,,,19,11/16/18,0,2750,2750,0,0,11/16/18,6/30/19,5/6/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,30336,,,11,11/16/18,0,9000,8560,0,440,11/16/18,6/30/19,,Default Buyer,212-857-1475,,No,No
Purchase Order,40,201930,31045,,,24,11/16/18,0,1210,1210,0,0,11/16/18,6/30/19,2/6/19,Default Buyer,212-857-1475,,No,Yes
Contract,40,201930,29050,WO190029050,,29,11/15/18,25000,10440,10440,0,14560,11/15/18,6/30/19,6/24/19,Default Buyer,212-857-1475,NEGOTIATED SERVICES-SERVICES,No,Yes
Purchase Order,40,201930,30239,,,10,11/15/18,0,8700,8700,0,0,11/15/18,6/30/19,1/25/19,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201930,24563,,,11,11/14/18,0,9000,8850,0,150,11/14/18,6/30/19,,Default Buyer,212-857-1475,,No,No
Purchase Order,40,201930,28864,,,10,11/14/18,0,8100,8100,0,0,11/14/18,6/30/19,1/16/19,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201930,30245,,,10,11/14/18,0,1740,1740,0,0,11/14/18,6/30/19,1/7/19,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201930,29633,,,22,11/13/18,0,2340,2190,0,150,11/13/18,6/30/19,,Default Buyer,212-857-1475,,No,No
Purchase Order,40,201930,27247,,,22,11/9/18,0,5670,5670,0,0,11/9/18,6/30/19,5/20/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,27982,,,22,11/9/18,0,9125,9125,0,0,11/9/18,6/30/19,4/5/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,29012,,,6,11/9/18,0,500,500,0,0,11/9/18,6/30/19,7/12/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201830,8748,,,8,11/7/18,0,4250,4250,0,0,11/7/18,6/30/19,11/7/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201930,27454,,,22,11/7/18,0,7410,7410,0,0,11/7/18,6/30/19,7/2/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201830,14543,,,12,11/6/18,0,2825,2825,0,0,11/6/18,6/30/19,11/6/18,William H. Sutton III,212-857-1475,,No,Yes
Contract,40,201930,27270,WO190027270,,26,11/5/18,25000,11500,11500,0,13500,11/5/18,6/30/19,11/14/18,William H. Sutton III,212-857-1475,3 BIDS-SERVICES,No,Yes
Purchase Order,40,201930,27207,,,5,11/5/18,0,2190,2190,0,0,11/5/18,6/30/19,3/4/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201830,91042,,,24,11/2/18,0,0,0,0,0,11/2/18,6/30/19,11/2/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201930,26281,,,2,11/2/18,0,3630,3630,0,0,11/2/18,6/30/19,1/23/19,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201930,26097,,,9,11/1/18,0,7950,7950,0,0,11/1/18,6/30/19,12/17/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201930,23583,,,23,10/31/18,0,5500.02,5500.02,0,0,10/31/18,6/30/19,12/21/18,William H. Sutton III,212-857-1475,,No,Yes
Contract,40,201930,25387,WO190025387,,21,10/30/18,25000,23330,23330,0,1670,10/30/18,6/30/19,5/8/19,Default Buyer,212-857-1475,NEGOTIATED SERVICES-SERVICES,No,Yes
Contract,40,201930,24810,WO190024810,,7,10/29/18,25000,14525,14525,0,10475,10/29/18,6/30/19,4/4/19,Default Buyer,212-857-1475,3 BIDS-SERVICES-14525,No,Yes
Purchase Order,40,201930,24401,,,9,10/25/18,0,4625,4625,0,0,10/25/18,6/30/19,7/17/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,23298,,,14,10/23/18,0,3115.2,3085,0,30.2,10/23/18,6/30/19,,Default Buyer,212-857-1475,,No,No
Contract,40,201930,22014,WO190022014,,6,10/22/18,25000,12000,12000,0,13000,10/22/18,6/30/19,11/15/18,William H. Sutton III,212-857-1475,NEGOTIATED SERVICES-SERVICES,No,Yes
Purchase Order,40,201930,20143,,,29,10/22/18,0,5800,5800,0,0,10/22/18,6/30/19,3/4/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,21617,,,13,10/22/18,0,150,150,0,0,10/22/18,6/30/19,10/31/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201930,19741,,,30,10/19/18,0,6225,6225,0,0,10/19/18,6/30/19,7/22/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,20951,,,21,10/18/18,0,1740,1740,0,0,10/18/18,6/30/19,7/11/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,20227,,,10,10/17/18,0,5350,5350,0,0,10/17/18,6/30/19,11/30/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201930,20867,,,11,10/17/18,0,5350,5350,0,0,10/17/18,6/30/19,5/8/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,20103,,,26,10/16/18,0,6945,6945,0,0,10/16/18,6/30/19,10/22/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201930,18160,,,21,10/15/18,0,3930,3905,0,25,10/15/18,6/30/19,,Default Buyer,212-857-1475,,No,No
Purchase Order,40,201930,19244,,,21,10/15/18,0,3640,3640,0,0,10/15/18,6/30/19,4/22/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,19724,,,11,10/15/18,0,9860,9860,0,0,10/15/18,6/30/19,11/19/18,William H. Sutton III,212-857-1475,,No,Yes
Purchase Order,40,201930,20209,,,8,10/15/18,0,4980,4980,0,0,10/15/18,6/30/19,4/24/19,Default Buyer,212-857-1475,,No,Yes
Contract,40,201930,18797,WO190018797,,24,10/12/18,25000,17850,17850,0,7150,10/12/18,6/30/19,3/28/19,Default Buyer,212-857-1475,NEGOTIATED SERVICES-SERVICES,No,Yes
Purchase Order,40,201930,19636,,,17,10/12/18,0,5670,5670,0,0,10/12/18,6/30/19,6/5/19,Default Buyer,212-857-1475,,No,Yes
Purchase Order,40,201930,19648,,,11,10/12/18,0,7950,7950,0,0,10/12/18,6/30/19,12/21/18,William H. Sutton III,212-857-1475,,No,Yes
